latitude,longitude,month,HEAT INDEX
10.25,-2.5,6,89.748566
10.25,-2.25,6,89.622925
10.25,-2,6,89.368744
10.25,-1.75,6,89.48506
10.25,-1.5,6,89.62972
10.25,-1.25,6,89.36337
10.25,-1,6,88.96229
10.25,-0.75,6,88.83817
10.25,-0.5,6,88.59688
10.25,-0.25,6,88.55967
10.25,0,6,88.52089
10.25,0.25,6,88.35769
10.25,0.5,6,88.18507
10.25,0.75,6,88.1154
10.25,1,6,88.37352
10.25,1.25,6,88.74837
10.25,1.5,6,89.24839
10.25,1.75,6,89.26512
10.25,2,6,89.239296
10.25,2.25,6,89.32907
10.25,2.5,6,89.238785
10.25,2.75,6,89.42539
10.25,3,6,89.32628
10.25,-5,7,84.429016
10.25,-4.75,7,84.4089
10.25,-4.5,7,84.21067
10.25,-4.25,7,83.87293
10.25,-4,7,83.80838
10.25,-3.75,7,84.0522
10.25,-3.5,7,84.18618
10.25,-3.25,7,84.404816
10.25,-3,7,84.55374
10.25,-2.75,7,84.375626
10.25,-2.5,7,84.39218
10.25,-2.25,7,84.493835
10.25,-2,7,84.237
10.25,-1.75,7,84.11416
10.25,-1.5,7,84.257545
10.25,-1.25,7,84.05071
10.25,-1,7,83.72015
10.25,-0.75,7,83.47728
10.25,-0.5,7,83.26825
10.25,-0.25,7,83.16921
10.25,0,7,83.09685
10.25,0.25,7,83.00883
10.25,0.5,7,82.830124
10.25,0.75,7,82.75861
10.25,1,7,82.66771
10.25,1.25,7,82.626434
10.25,1.5,7,82.99672
10.25,1.75,7,83.42876
10.25,2,7,83.7071
10.25,2.25,7,83.85282
10.25,2.5,7,83.9718
10.25,2.75,7,84.18434
10.25,3,7,84.171684
10.25,-5,8,82.56525
10.25,-4.75,8,82.48014
10.25,-4.5,8,82.253845
10.25,-4.25,8,81.93128
10.25,-4,8,81.92822
10.25,-3.75,8,82.181786
10.25,-3.5,8,82.30607
10.25,-3.25,8,82.52658
10.25,-3,8,82.65137
10.25,-2.75,8,82.46216
10.25,-2.5,8,82.48398
10.25,-2.25,8,82.613495
10.25,-2,8,82.376274
10.25,-1.75,8,82.26156
10.25,-1.5,8,82.38186
10.25,-1.25,8,82.11876
10.25,-1,8,81.738
10.25,-0.75,8,81.436935
10.25,-0.5,8,81.21991
10.25,-0.25,8,81.14899
10.25,0,8,81.08612
10.25,0.25,8,80.9638
10.25,0.5,8,80.7588
10.25,0.75,8,80.675674
10.25,1,8,80.589455
10.25,1.25,8,80.632126
10.25,1.5,8,81.121414
10.25,1.75,8,81.73609
10.25,2,8,82.09134
10.25,2.25,8,82.24072
10.25,2.5,8,82.40371
10.25,2.75,8,82.55432
10.25,3,8,82.5568
10.25,-5,9,85.43029
10.25,-4.75,9,85.36112
10.25,-4.5,9,85.15592
10.25,-4.25,9,85.04191
10.25,-4,9,85.26088
10.25,-3.75,9,85.54356
10.25,-3.5,9,85.60577
10.25,-3.25,9,85.67381
10.25,-3,9,85.5311
10.25,-2.75,9,85.31869
10.25,-2.5,9,85.46843
10.25,-2.25,9,85.402145
10.25,-2,9,85.09176
10.25,-1.75,9,85.091324
10.25,-1.5,9,85.152824
10.25,-1.25,9,84.70215
10.25,-1,9,84.174545
10.25,-0.75,9,83.92592
10.25,-0.5,9,83.73767
10.25,-0.25,9,83.69995
10.25,0,9,83.65792
10.25,0.25,9,83.44513
10.25,0.5,9,83.28384
10.25,0.75,9,83.400475
10.25,1,9,83.71949
10.25,1.25,9,84.225296
10.25,1.5,9,84.982666
10.25,1.75,9,85.45482
10.25,2,9,85.53091
10.25,2.25,9,85.57418
10.25,2.5,9,85.62835
10.25,2.75,9,85.80595
10.25,3,9,85.77999
10.25,-5,10,90.55737
10.25,-4.75,10,90.61348
10.25,-4.5,10,90.42335
10.25,-4.25,10,90.43858
10.25,-4,10,90.78642
10.25,-3.75,10,91.01914
10.25,-3.5,10,91.23824
10.25,-3.25,10,91.37563
10.25,-3,10,90.95684
10.25,-2.75,10,90.97482
10.25,-2.5,10,91.53832
10.25,-2.25,10,91.01871
10.25,-2,10,90.849335
10.25,-1.75,10,91.16654
10.25,-1.5,10,91.02056
10.25,-1.25,10,90.44441
10.25,-1,10,89.74127
10.25,-0.75,10,89.59571
10.25,-0.5,10,89.35943
10.25,-0.25,10,89.37108
10.25,0,10,89.22336
10.25,0.25,10,88.77683
10.25,0.5,10,88.61029
10.25,0.75,10,88.819496
10.25,1,10,89.89106
10.25,1.25,10,91.072815
10.25,1.5,10,91.87477
10.25,1.75,10,91.579926
10.25,2,10,91.15877
10.25,2.25,10,91.10873
10.25,2.5,10,90.773895
10.25,2.75,10,90.94042
10.25,3,10,90.880554
10.25,-5,11,89.49559
10.25,-4.75,11,89.70941
10.25,-4.5,11,89.65282
10.25,-4.25,11,89.8725
10.25,-4,11,90.08039
10.25,-3.75,11,89.84807
10.25,-3.5,11,89.836716
10.25,-3.25,11,89.88438
10.25,-3,11,89.26889
10.25,-2.75,11,89.5556
10.25,-2.5,11,90.19699
10.25,-2.25,11,89.24469
10.25,-2,11,89.362274
10.25,-1.75,11,89.64624
10.25,-1.5,11,89.238846
10.25,-1.25,11,89.08667
10.25,-1,11,89.11992
10.25,-0.75,11,89.582855
10.25,-0.5,11,89.322
10.25,-0.25,11,89.381256
10.25,0,11,89.101364
10.25,0.25,11,88.75209
10.25,0.5,11,88.89641
10.25,0.75,11,89.13563
10.25,1,11,90.68797
10.25,1.25,11,91.25514
10.25,1.5,11,90.04233
10.25,1.75,11,88.870384
10.25,2,11,88.758934
10.25,2.25,11,88.70942
10.25,2.5,11,88.50536
10.25,2.75,11,88.59387
10.25,3,11,88.40398
10.25,-5,12,83.71842
10.25,-4.75,12,83.69336
10.25,-4.5,12,83.646126
10.25,-4.25,12,83.74553
10.25,-4,12,83.849594
10.25,-3.75,12,83.86733
10.25,-3.5,12,83.854454
10.25,-3.25,12,83.83338
10.25,-3,12,83.768906
10.25,-2.75,12,83.89048
10.25,-2.5,12,84.045074
10.25,-2.25,12,83.8883
10.25,-2,12,83.87478
10.25,-1.75,12,83.73108
10.25,-1.5,12,83.48351
10.25,-1.25,12,83.42352
10.25,-1,12,83.545685
10.25,-0.75,12,83.85577
10.25,-0.5,12,83.895744
10.25,-0.25,12,83.84751
10.25,0,12,83.63596
10.25,0.25,12,83.39092
10.25,0.5,12,83.346115
10.25,0.75,12,83.60163
10.25,1,12,84.25488
10.25,1.25,12,84.44558
10.25,1.5,12,84.053566
10.25,1.75,12,83.56593
10.25,2,12,83.406
10.25,2.25,12,83.36398
10.25,2.5,12,83.357376
10.25,2.75,12,83.43416
10.25,3,12,83.38539
10,-5,1,82.90685
10,-4.75,1,82.906845
10,-4.5,1,82.936646
10,-4.25,1,83.0756
10,-4,1,83.18035
10,-3.75,1,83.1159
10,-3.5,1,83.06824
10,-3.25,1,83.04165
10,-3,1,82.99755
10,-2.75,1,83.057686
10,-2.5,1,83.16925
10,-2.25,1,83.077774
10,-2,1,82.9726
10,-1.75,1,82.90528
10,-1.5,1,82.75859
10,-1.25,1,82.662636
10,-1,1,82.76107
10,-0.75,1,82.98805
10,-0.5,1,83.05237
10,-0.25,1,82.98111
10,0,1,82.79004
10,0.25,1,82.592636
10,0.5,1,82.58778
10,0.75,1,82.85667
10,1,1,83.24204
10,1.25,1,83.21955
10,1.5,1,82.969345
10,1.75,1,82.69753
10,2,1,82.584465
10,2.25,1,82.60009
10,2.5,1,82.622025
10,2.75,1,82.67579
10,3,1,82.68954
10,-5,2,86.32686
10,-4.75,2,86.338394
10,-4.5,2,86.32132
10,-4.25,2,86.43947
10,-4,2,86.52356
10,-3.75,2,86.411674
10,-3.5,2,86.36401
10,-3.25,2,86.363525
10,-3,2,86.32463
10,-2.75,2,86.374115
10,-2.5,2,86.53757
10,-2.25,2,86.46545
10,-2,2,86.40961
10,-1.75,2,86.43105
10,-1.5,2,86.29347
10,-1.25,2,86.19768
10,-1,2,86.28877
10,-0.75,2,86.47442
10,-0.5,2,86.49857
10,-0.25,2,86.4407
10,0,2,86.216415
10,0.25,2,86.01209
10,0.5,2,85.97472
10,0.75,2,86.14746
10,1,2,86.48278
10,1.25,2,86.39935
10,1.5,2,86.15892
10,1.75,2,85.9716
10,2,2,85.942085
10,2.25,2,85.94467
10,2.5,2,85.96901
10,2.75,2,86.02584
10,3,2,86.01313
10,-5,3,91.659645
10,-4.75,3,91.72411
10,-4.5,3,91.68236
10,-4.25,3,91.918594
10,-4,3,92.13948
10,-3.75,3,91.96955
10,-3.5,3,91.89204
10,-3.25,3,91.97815
10,-3,3,91.81651
10,-2.75,3,91.76456
10,-2.5,3,92.24919
10,-2.25,3,92.033936
10,-2,3,91.887344
10,-1.75,3,92.336945
10,-1.5,3,92.22061
10,-1.25,3,91.825516
10,-1,3,91.887405
10,-0.75,3,92.086395
10,-0.5,3,92.04397
10,-0.25,3,92.23688
10,0,3,92.06598
10,0.25,3,91.94971
10,0.5,3,91.93417
10,0.75,3,91.79156
10,1,3,92.16545
10,1.25,3,92.146614
10,1.5,3,91.9791
10,1.75,3,91.978615
10,2,3,92.010956
10,2.25,3,91.8439
10,2.5,3,91.85579
10,2.75,3,91.89295
10,3,3,91.778984
10,-5,4,95.54588
10,-4.75,4,95.56789
10,-4.5,4,95.46349
10,-4.25,4,95.603355
10,-4,4,95.91918
10,-3.75,4,95.88782
10,-3.5,4,95.81146
10,-3.25,4,96.11101
10,-3,4,95.834274
10,-2.75,4,95.60445
10,-2.5,4,96.4939
10,-2.25,4,96.13821
10,-2,4,95.743805
10,-1.75,4,96.615814
10,-1.5,4,96.49292
10,-1.25,4,95.695244
10,-1,4,95.58194
10,-0.75,4,95.628204
10,-0.5,4,95.48602
10,-0.25,4,95.826096
10,0,4,95.6813
10,0.25,4,95.46896
10,0.5,4,95.393776
10,0.75,4,95.10928
10,1,4,95.72787
10,1.25,4,96.079315
10,1.5,4,96.20439
10,1.75,4,96.40001
10,2,4,96.097916
10,2.25,4,95.728165
10,2.5,4,95.669266
10,2.75,4,95.68971
10,3,4,95.66713
10,-5,5,93.831154
10,-4.75,5,93.75204
10,-4.5,5,93.56034
10,-4.25,5,93.64623
10,-4,5,93.92229
10,-3.75,5,93.92276
10,-3.5,5,93.86097
10,-3.25,5,94.16201
10,-3,5,93.932434
10,-2.75,5,93.71591
10,-2.5,5,94.54771
10,-2.25,5,94.18063
10,-2,5,93.80532
10,-1.75,5,94.691216
10,-1.5,5,94.58233
10,-1.25,5,93.77642
10,-1,5,93.567085
10,-0.75,5,93.50093
10,-0.5,5,93.35126
10,-0.25,5,93.64293
10,0,5,93.43298
10,0.25,5,93.10899
10,0.5,5,92.942
10,0.75,5,92.73718
10,1,5,93.46988
10,1.25,5,93.76478
10,1.5,5,93.880226
10,1.75,5,94.19294
10,2,5,93.86573
10,2.25,5,93.64182
10,2.5,5,93.60311
10,2.75,5,93.642265
10,3,5,93.77907
10,-5,6,88.97585
10,-4.75,6,88.91556
10,-4.5,6,88.73731
10,-4.25,6,88.634865
10,-4,6,88.666756
10,-3.75,6,88.68193
10,-3.5,6,88.697685
10,-3.25,6,88.971176
10,-3,6,88.97928
10,-2.75,6,88.74615
10,-2.5,6,89.12027
10,-2.25,6,89.0168
10,-2,6,88.687706
10,-1.75,6,89.07567
10,-1.5,6,89.17532
10,-1.25,6,88.701866
10,-1,6,88.42675
10,-0.75,6,88.29847
10,-0.5,6,88.12428
10,-0.25,6,88.210144
10,0,6,88.02594
10,0.25,6,87.70684
10,0.5,6,87.52335
10,0.75,6,87.44442
10,1,6,87.86566
10,1.25,6,88.05699
10,1.5,6,88.09554
10,1.75,6,88.338104
10,2,6,88.42066
10,2.25,6,88.434616
10,2.5,6,88.465096
10,2.75,6,88.554756
10,3,6,88.65593
10,-5,7,84.03968
10,-4.75,7,83.93705
10,-4.5,7,83.68484
10,-4.25,7,83.365005
10,-4,7,83.157234
10,-3.75,7,83.29863
10,-3.5,7,83.47724
10,-3.25,7,83.79653
10,-3,7,84.087036
10,-2.75,7,83.88855
10,-2.5,7,83.87639
10,-2.25,7,84.02815
10,-2,7,83.7348
10,-1.75,7,83.60506
10,-1.5,7,83.753586
10,-1.25,7,83.55279
10,-1,7,83.31202
10,-0.75,7,83.183266
10,-0.5,7,83.00785
10,-0.25,7,82.936455
10,0,7,82.74658
10,0.25,7,82.423386
10,0.5,7,82.2631
10,0.75,7,82.19825
10,1,7,82.19397
10,1.25,7,82.35581
10,1.5,7,82.449684
10,1.75,7,82.64189
10,2,7,83.01019
10,2.25,7,83.181915
10,2.5,7,83.253395
10,2.75,7,83.37219
10,3,7,83.45207
10,-5,8,82.404106
10,-4.75,8,82.226036
10,-4.5,8,81.88922
10,-4.25,8,81.507996
10,-4,8,81.3245
10,-3.75,8,81.54076
10,-3.5,8,81.76118
10,-3.25,8,82.07376
10,-3,8,82.322174
10,-2.75,8,82.10674
10,-2.5,8,82.10125
10,-2.25,8,82.2933
10,-2,8,82.014595
10,-1.75,8,81.892006
10,-1.5,8,82.01725
10,-1.25,8,81.74933
10,-1,8,81.48127
10,-0.75,8,81.312416
10,-0.5,8,81.12688
10,-0.25,8,81.06258
10,0,8,80.886856
10,0.25,8,80.563416
10,0.5,8,80.39654
10,0.75,8,80.331375
10,1,8,80.32281
10,1.25,8,80.58793
10,1.5,8,80.76032
10,1.75,8,81.045074
10,2,8,81.568245
10,2.25,8,81.79922
10,2.5,8,81.84876
10,2.75,8,81.93281
10,3,8,82.00739
10,-5,9,85.09541
10,-4.75,9,84.90251
10,-4.5,9,84.63265
10,-4.25,9,84.515594
10,-4,9,84.62009
10,-3.75,9,84.82492
10,-3.5,9,84.93553
10,-3.25,9,85.09786
10,-3,9,85.03157
10,-2.75,9,84.75943
10,-2.5,9,84.95042
10,-2.25,9,84.94938
10,-2,9,84.56415
10,-1.75,9,84.69408
10,-1.5,9,84.76709
10,-1.25,9,84.17033
10,-1,9,83.73067
10,-0.75,9,83.56592
10,-0.5,9,83.41932
10,-0.25,9,83.424904
10,0,9,83.23455
10,0.25,9,82.88728
10,0.5,9,82.83926
10,0.75,9,83.010155
10,1,9,83.37313
10,1.25,9,83.7626
10,1.5,9,84.012825
10,1.75,9,84.46884
10,2,9,84.836006
10,2.25,9,84.94553
10,2.5,9,84.984146
10,2.75,9,85.10498
10,3,9,85.26786
10,-5,10,89.961334
10,-4.75,10,89.86999
10,-4.5,10,89.78308
10,-4.25,10,89.9876
10,-4,10,90.34189
10,-3.75,10,90.28654
10,-3.5,10,90.38134
10,-3.25,10,90.66497
10,-3,10,90.31951
10,-2.75,10,90.268074
10,-2.5,10,90.96933
10,-2.25,10,90.48824
10,-2,10,90.28057
10,-1.75,10,91.04362
10,-1.5,10,90.80801
10,-1.25,10,89.81997
10,-1,10,89.23619
10,-0.75,10,89.07088
10,-0.5,10,88.89372
10,-0.25,10,89.0447
10,0,10,88.63787
10,0.25,10,88.08982
10,0.5,10,88.10402
10,0.75,10,88.4431
10,1,10,89.5981
10,1.25,10,90.08769
10,1.5,10,90.302246
10,1.75,10,90.727394
10,2,10,90.3292
10,2.25,10,90.09988
10,2.5,10,90.028336
10,2.75,10,90.15617
10,3,10,90.44058
10,-5,11,89.49718
10,-4.75,11,89.57918
10,-4.5,11,89.70672
10,-4.25,11,90.285416
10,-4,11,90.67056
10,-3.75,11,89.97308
10,-3.5,11,89.7973
10,-3.25,11,89.97173
10,-3,11,89.20557
10,-2.75,11,89.565735
10,-2.5,11,90.604164
10,-2.25,11,89.437965
10,-2,11,89.650154
10,-1.75,11,90.81387
10,-1.5,11,90.05978
10,-1.25,11,89.232376
10,-1,11,89.38016
10,-0.75,11,89.72182
10,-0.5,11,89.6089
10,-0.25,11,90.02372
10,0,11,89.47217
10,0.25,11,89.213165
10,0.5,11,89.414116
10,0.75,11,89.37108
10,1,11,90.83618
10,1.25,11,90.640396
10,1.5,11,89.58845
10,1.75,11,89.35704
10,2,11,88.94818
10,2.25,11,88.68721
10,2.5,11,88.715515
10,2.75,11,88.78798
10,3,11,88.807396
10,-5,12,83.835915
10,-4.75,12,83.8415
10,-4.5,12,83.88397
10,-4.25,12,84.13205
10,-4,12,84.32325
10,-3.75,12,84.15294
10,-3.5,12,84.08591
10,-3.25,12,84.09563
10,-3,12,83.97789
10,-2.75,12,84.11246
10,-2.5,12,84.34408
10,-2.25,12,84.14569
10,-2,12,84.09867
10,-1.75,12,84.12233
10,-1.5,12,83.8975
10,-1.25,12,83.689514
10,-1,12,83.813614
10,-0.75,12,84.10546
10,-0.5,12,84.08806
10,-0.25,12,84.073944
10,0,12,83.81342
10,0.25,12,83.61004
10,0.5,12,83.6754
10,0.75,12,83.97003
10,1,12,84.57184
10,1.25,12,84.41594
10,1.5,12,83.99675
10,1.75,12,83.76468
10,2,12,83.674255
10,2.25,12,83.65633
10,2.5,12,83.68883
10,2.75,12,83.7715
10,3,12,83.78662
9.75,-5,1,83.129906
9.75,-4.75,1,83.16839
9.75,-4.5,1,83.18051
9.75,-4.25,1,83.37473
9.75,-4,1,83.51819
9.75,-3.75,1,83.39995
9.75,-3.5,1,83.335625
9.75,-3.25,1,83.28252
9.75,-3,1,83.24346
9.75,-2.75,1,83.31555
9.75,-2.5,1,83.429886
9.75,-2.25,1,83.35243
9.75,-2,1,83.304214
9.75,-1.75,1,83.35817
9.75,-1.5,1,83.15366
9.75,-1.25,1,82.91354
9.75,-1,1,82.971115
9.75,-0.75,1,83.22428
9.75,-0.5,1,83.28371
9.75,-0.25,1,83.19605
9.75,0,1,82.94391
9.75,0.25,1,82.765045
9.75,0.5,1,82.945366
9.75,0.75,1,83.29106
9.75,1,1,83.55981
9.75,1.25,1,83.35625
9.75,1.5,1,83.109535
9.75,1.75,1,83.00102
9.75,2,1,82.90251
9.75,2.25,1,82.89506
9.75,2.5,1,82.94884
9.75,2.75,1,83.041
9.75,3,1,83.09314
9.75,-5,2,86.55649
9.75,-4.75,2,86.64631
9.75,-4.5,2,86.60516
9.75,-4.25,2,86.77227
9.75,-4,2,86.86546
9.75,-3.75,2,86.66262
9.75,-3.5,2,86.612434
9.75,-3.25,2,86.576416
9.75,-3,2,86.52836
9.75,-2.75,2,86.58943
9.75,-2.5,2,86.75551
9.75,-2.25,2,86.68976
9.75,-2,2,86.70334
9.75,-1.75,2,86.85461
9.75,-1.5,2,86.60303
9.75,-1.25,2,86.39693
9.75,-1,2,86.515205
9.75,-0.75,2,86.71335
9.75,-0.5,2,86.74468
9.75,-0.25,2,86.71086
9.75,0,2,86.389565
9.75,0.25,2,86.18531
9.75,0.5,2,86.36803
9.75,0.75,2,86.598274
9.75,1,2,86.81248
9.75,1.25,2,86.55086
9.75,1.5,2,86.305374
9.75,1.75,2,86.278305
9.75,2,2,86.21042
9.75,2.25,2,86.18505
9.75,2.5,2,86.27339
9.75,2.75,2,86.377075
9.75,3,2,86.388565
9.75,-5,3,91.871346
9.75,-4.75,3,92.05463
9.75,-4.5,3,91.98174
9.75,-4.25,3,92.26751
9.75,-4,3,92.42828
9.75,-3.75,3,92.18611
9.75,-3.5,3,92.211914
9.75,-3.25,3,92.26701
9.75,-3,3,92.08447
9.75,-2.75,3,92.02452
9.75,-2.5,3,92.445076
9.75,-2.25,3,92.15195
9.75,-2,3,92.126396
9.75,-1.75,3,92.7976
9.75,-1.5,3,92.32001
9.75,-1.25,3,91.744965
9.75,-1,3,92.07646
9.75,-0.75,3,92.30394
9.75,-0.5,3,92.32434
9.75,-0.25,3,92.68783
9.75,0,3,92.24064
9.75,0.25,3,92.01269
9.75,0.5,3,92.36802
9.75,0.75,3,92.26228
9.75,1,3,92.60387
9.75,1.25,3,92.46631
9.75,1.5,3,92.19381
9.75,1.75,3,92.38948
9.75,2,3,92.211624
9.75,2.25,3,91.98883
9.75,2.5,3,92.11412
9.75,2.75,3,92.161316
9.75,3,3,92.10035
9.75,-5,4,95.11458
9.75,-4.75,4,95.311554
9.75,-4.5,4,95.15086
9.75,-4.25,4,95.34137
9.75,-4,4,95.50799
9.75,-3.75,4,95.37946
9.75,-3.5,4,95.45407
9.75,-3.25,4,95.72242
9.75,-3,4,95.530205
9.75,-2.75,4,95.3096
9.75,-2.5,4,95.9881
9.75,-2.25,4,95.52822
9.75,-2,4,95.34338
9.75,-1.75,4,96.49994
9.75,-1.5,4,95.908264
9.75,-1.25,4,94.90091
9.75,-1,4,95.232956
9.75,-0.75,4,95.291435
9.75,-0.5,4,95.23671
9.75,-0.25,4,95.829834
9.75,0,4,95.28166
9.75,0.25,4,94.82257
9.75,0.5,4,95.12686
9.75,0.75,4,94.96681
9.75,1,4,95.77159
9.75,1.25,4,96.06341
9.75,1.5,4,95.810715
9.75,1.75,4,96.162476
9.75,2,4,95.59644
9.75,2.25,4,95.13139
9.75,2.5,4,95.25389
9.75,2.75,4,95.20133
9.75,3,4,95.32628
9.75,-5,5,93.1482
9.75,-4.75,5,93.3567
9.75,-4.5,5,93.08831
9.75,-4.25,5,93.18935
9.75,-4,5,93.30898
9.75,-3.75,5,93.17267
9.75,-3.5,5,93.262085
9.75,-3.25,5,93.521355
9.75,-3,5,93.41484
9.75,-2.75,5,93.19946
9.75,-2.5,5,93.783646
9.75,-2.25,5,93.34223
9.75,-2,5,93.16531
9.75,-1.75,5,94.27819
9.75,-1.5,5,93.707756
9.75,-1.25,5,92.77556
9.75,-1,5,93.05265
9.75,-0.75,5,92.97536
9.75,-0.5,5,92.90581
9.75,-0.25,5,93.35981
9.75,0,5,92.7801
9.75,0.25,5,92.23155
9.75,0.5,5,92.39886
9.75,0.75,5,92.364876
9.75,1,5,93.29243
9.75,1.25,5,93.572716
9.75,1.5,5,93.26761
9.75,1.75,5,93.67549
9.75,2,5,93.13332
9.75,2.25,5,92.76035
9.75,2.5,5,92.86303
9.75,2.75,5,92.748215
9.75,3,5,93.03267
9.75,-5,6,88.29213
9.75,-4.75,6,88.485085
9.75,-4.5,6,88.21664
9.75,-4.25,6,88.13091
9.75,-4,6,88.04138
9.75,-3.75,6,87.86182
9.75,-3.5,6,87.958466
9.75,-3.25,6,88.26187
9.75,-3,6,88.3924
9.75,-2.75,6,88.17227
9.75,-2.5,6,88.38552
9.75,-2.25,6,88.19411
9.75,-2,6,87.95993
9.75,-1.75,6,88.43724
9.75,-1.5,6,88.29742
9.75,-1.25,6,87.86457
9.75,-1,6,87.90223
9.75,-0.75,6,87.71156
9.75,-0.5,6,87.5291
9.75,-0.25,6,87.66006
9.75,0,6,87.35136
9.75,0.25,6,86.8716
9.75,0.5,6,86.8372
9.75,0.75,6,86.90827
9.75,1,6,87.45788
9.75,1.25,6,87.721466
9.75,1.5,6,87.51784
9.75,1.75,6,87.77256
9.75,2,6,87.731575
9.75,2.25,6,87.57937
9.75,2.5,6,87.60845
9.75,2.75,6,87.58616
9.75,3,6,87.82956
9.75,-5,7,83.59077
9.75,-4.75,7,83.61718
9.75,-4.5,7,83.28188
9.75,-4.25,7,82.95884
9.75,-4,7,82.668015
9.75,-3.75,7,82.60368
9.75,-3.5,7,82.790726
9.75,-3.25,7,83.221924
9.75,-3,7,83.6107
9.75,-2.75,7,83.453094
9.75,-2.5,7,83.39381
9.75,-2.25,7,83.4419
9.75,-2,7,83.13229
9.75,-1.75,7,83.0016
9.75,-1.5,7,83.1565
9.75,-1.25,7,83.02073
9.75,-1,7,82.85793
9.75,-0.75,7,82.75299
9.75,-0.5,7,82.50397
9.75,-0.25,7,82.387436
9.75,0,7,82.271355
9.75,0.25,7,81.84864
9.75,0.5,7,81.64665
9.75,0.75,7,81.688324
9.75,1,7,81.83629
9.75,1.25,7,82.18574
9.75,1.5,7,82.19253
9.75,1.75,7,82.259125
9.75,2,7,82.54621
9.75,2.25,7,82.56111
9.75,2.5,7,82.50487
9.75,2.75,7,82.553795
9.75,3,7,82.70391
9.75,-5,8,82.15257
9.75,-4.75,8,82.02409
9.75,-4.5,8,81.60133
9.75,-4.25,8,81.2249
9.75,-4,8,80.9416
9.75,-3.75,8,80.96002
9.75,-3.5,8,81.21524
9.75,-3.25,8,81.6572
9.75,-3,8,82.002525
9.75,-2.75,8,81.83413
9.75,-2.5,8,81.78552
9.75,-2.25,8,81.88922
9.75,-2,8,81.57116
9.75,-1.75,8,81.43253
9.75,-1.5,8,81.542694
9.75,-1.25,8,81.33063
9.75,-1,8,81.15318
9.75,-0.75,8,81.04027
9.75,-0.5,8,80.80495
9.75,-0.25,8,80.70238
9.75,0,8,80.59761
9.75,0.25,8,80.19547
9.75,0.5,8,79.96382
9.75,0.75,8,80.03943
9.75,1,8,80.213264
9.75,1.25,8,80.625534
9.75,1.5,8,80.71373
9.75,1.75,8,80.82665
9.75,2,8,81.26235
9.75,2.25,8,81.3376
9.75,2.5,8,81.21485
9.75,2.75,8,81.26809
9.75,3,8,81.42241
9.75,-5,9,84.70783
9.75,-4.75,9,84.62735
9.75,-4.5,9,84.2114
9.75,-4.25,9,84.05852
9.75,-4,9,84.03144
9.75,-3.75,9,84.08792
9.75,-3.5,9,84.323074
9.75,-3.25,9,84.595436
9.75,-3,9,84.61613
9.75,-2.75,9,84.338806
9.75,-2.5,9,84.41675
9.75,-2.25,9,84.328995
9.75,-2,9,83.95029
9.75,-1.75,9,84.138
9.75,-1.5,9,84.0476
9.75,-1.25,9,83.436
9.75,-1,9,83.21133
9.75,-0.75,9,83.08994
9.75,-0.5,9,82.94511
9.75,-0.25,9,83.01068
9.75,0,9,82.77153
9.75,0.25,9,82.30431
9.75,0.5,9,82.34089
9.75,0.75,9,82.72563
9.75,1,9,83.22874
9.75,1.25,9,83.65627
9.75,1.5,9,83.686356
9.75,1.75,9,84.005196
9.75,2,9,84.30312
9.75,2.25,9,84.2268
9.75,2.5,9,84.153824
9.75,2.75,9,84.28021
9.75,3,9,84.60974
9.75,-5,10,89.38239
9.75,-4.75,10,89.62812
9.75,-4.5,10,89.35716
9.75,-4.25,10,89.50005
9.75,-4,10,89.661766
9.75,-3.75,10,89.524445
9.75,-3.5,10,89.757614
9.75,-3.25,10,89.98068
9.75,-3,10,89.8086
9.75,-2.75,10,89.71227
9.75,-2.5,10,90.130775
9.75,-2.25,10,89.65873
9.75,-2,10,89.61768
9.75,-1.75,10,90.45572
9.75,-1.5,10,89.80928
9.75,-1.25,10,88.8129
9.75,-1,10,88.62309
9.75,-0.75,10,88.46899
9.75,-0.5,10,88.35888
9.75,-0.25,10,88.6095
9.75,0,10,87.927734
9.75,0.25,10,87.184265
9.75,0.5,10,87.61024
9.75,0.75,10,88.32882
9.75,1,10,89.52457
9.75,1.25,10,89.836205
9.75,1.5,10,89.59949
9.75,1.75,10,89.97588
9.75,2,10,89.43945
9.75,2.25,10,89.07583
9.75,2.5,10,89.118454
9.75,2.75,10,89.19301
9.75,3,10,89.62943
9.75,-5,11,89.4741
9.75,-4.75,11,89.76346
9.75,-4.5,11,89.87374
9.75,-4.25,11,90.63809
9.75,-4,11,90.87889
9.75,-3.75,11,90.18474
9.75,-3.5,11,90.11208
9.75,-3.25,11,90.02594
9.75,-3,11,89.35975
9.75,-2.75,11,89.70206
9.75,-2.5,11,90.53917
9.75,-2.25,11,89.44667
9.75,-2,11,90.116196
9.75,-1.75,11,91.43996
9.75,-1.5,11,89.822914
9.75,-1.25,11,89.04289
9.75,-1,11,89.64293
9.75,-0.75,11,89.94087
9.75,-0.5,11,90.19449
9.75,-0.25,11,90.713844
9.75,0,11,89.53261
9.75,0.25,11,89.21295
9.75,0.5,11,90.03676
9.75,0.75,11,89.985016
9.75,1,11,91.03321
9.75,1.25,11,90.5692
9.75,1.5,11,89.63634
9.75,1.75,11,89.7297
9.75,2,11,88.95281
9.75,2.25,11,88.668915
9.75,2.5,11,88.98042
9.75,2.75,11,88.946815
9.75,3,11,88.935684
9.75,-5,12,84.05614
