lon,lat,precip,month
-3.25,6.0,0.0,1
-3.25,5.75,0.0,1
-3.25,5.5,0.0,1
-3.25,5.25,0.0,1
-3.25,5.0,0.0,1
-3.25,4.75,0.0,1
-3.25,4.5,0.0,1
-3.25,4.25,0.0,1
-3.25,4.0,0.0,1
-3.25,3.75,0.0,1
-3.25,3.5,0.0,1
-3.25,3.25,0.0,1
-3.25,3.0,0.0,1
-3.0,12.0,0.0,1
-3.0,11.75,0.0,1
-3.0,11.5,0.0,1
-3.0,11.25,0.0,1
-3.0,11.0,0.0,1
-3.0,10.75,0.0,1
-3.0,10.5,0.0,1
-3.0,10.25,0.0,1
-3.0,10.0,0.0,1
-3.0,9.75,0.0,1
-3.0,9.5,0.0,1
-3.0,9.25,0.0,1
-3.0,9.0,0.0,1
-3.0,8.75,0.0,1
-3.0,8.5,0.0,1
-3.0,8.25,0.0,1
-3.0,8.0,0.0,1
-3.0,7.75,0.0,1
-3.0,7.5,0.0,1
-3.0,7.25,0.0,1
-3.0,7.0,0.0,1
-3.0,6.75,0.0,1
-3.0,6.5,0.0,1
-3.0,6.25,0.0,1
-3.0,6.0,0.0,1
-3.0,5.75,0.0,1
-3.0,5.5,0.0,1
-3.0,5.25,0.0,1
-3.0,5.0,0.0,1
-3.0,4.75,0.0,1
-3.0,4.5,0.0,1
-3.0,4.25,0.0,1
-3.0,4.0,0.0,1
-3.0,3.75,0.0,1
-3.0,3.5,0.0,1
-3.0,3.25,0.0,1
-3.0,3.0,0.0,1
-2.75,12.0,0.0,1
-2.75,11.75,0.14501901,1
-2.75,11.5,0.048265807,1
-2.75,11.25,0.20403084,1
-2.75,11.0,0.30663565,1
-2.75,10.75,0.57574135,1
-2.75,10.5,0.41521972,1
-2.75,10.25,0.76326627,1
-2.75,10.0,0.8589408,1
-2.75,9.75,0.6898794,1
-2.75,9.5,0.5020641,1
-2.75,9.25,1.0429955,1
-2.75,9.0,1.3165525,1
-2.75,8.75,1.7733945,1
-2.75,8.5,3.423958,1
-2.75,8.25,4.047493,1
-2.75,8.0,8.348419,1
-2.75,7.75,7.206313,1
-2.75,7.5,7.953059,1
-2.75,7.25,9.165167,1
-2.75,7.0,10.4698105,1
-2.75,6.75,11.599875,1
-2.75,6.5,15.075842,1
-2.75,6.25,18.43696,1
-2.75,6.0,21.953451,1
-2.75,5.75,26.058903,1
-2.75,5.5,25.233725,1
-2.75,5.25,27.29892,1
-2.75,5.0,0.0,1
-2.75,4.75,0.0,1
-2.75,4.5,0.0,1
-2.75,4.25,0.0,1
-2.75,4.0,0.0,1
-2.75,3.75,0.0,1
-2.75,3.5,0.0,1
-2.75,3.25,0.0,1
-2.75,3.0,0.0,1
-2.5,12.0,0.0,1
-2.5,11.75,0.108559705,1
-2.5,11.5,0.061004095,1
-2.5,11.25,0.07807299,1
-2.5,11.0,0.32520768,1
-2.5,10.75,0.22203507,1
-2.5,10.5,0.33053187,1
-2.5,10.25,0.5573705,1
-2.5,10.0,0.95967406,1
-2.5,9.75,0.47827306,1
-2.5,9.5,0.6129614,1
-2.5,9.25,0.6546769,1
-2.5,9.0,0.56311584,1
-2.5,8.75,1.1748751,1
-2.5,8.5,2.0263433,1
-2.5,8.25,3.447822,1
-2.5,8.0,5.5896807,1
-2.5,7.75,6.6925416,1
-2.5,7.5,7.1721764,1
-2.5,7.25,8.012653,1
-2.5,7.0,10.380862,1
-2.5,6.75,8.943121,1
-2.5,6.5,14.55793,1
-2.5,6.25,17.817104,1
-2.5,6.0,20.33786,1
-2.5,5.75,23.854664,1
-2.5,5.5,26.414652,1
-2.5,5.25,28.597837,1
-2.5,5.0,28.226904,1
-2.5,4.75,0.0,1
-2.5,4.5,0.0,1
-2.5,4.25,0.0,1
-2.5,4.0,0.0,1
-2.5,3.75,0.0,1
-2.5,3.5,0.0,1
-2.5,3.25,0.0,1
-2.5,3.0,0.0,1
-2.25,12.0,0.0,1
-2.25,11.75,0.04811545,1
-2.25,11.5,0.056016367,1
-2.25,11.25,0.093957305,1
-2.25,11.0,0.08745907,1
-2.25,10.75,0.1795739,1
-2.25,10.5,0.43030053,1
-2.25,10.25,0.61332583,1
-2.25,10.0,0.55479664,1
-2.25,9.75,0.6055741,1
-2.25,9.5,0.47724456,1
-2.25,9.25,0.725302,1
-2.25,9.0,0.8932006,1
-2.25,8.75,1.534732,1
-2.25,8.5,1.7475013,1
-2.25,8.25,1.9811965,1
-2.25,8.0,3.0850842,1
-2.25,7.75,4.6652894,1
-2.25,7.5,6.792726,1
-2.25,7.25,7.494579,1
-2.25,7.0,10.968124,1
-2.25,6.75,13.194248,1
-2.25,6.5,13.847353,1
-2.25,6.25,15.986609,1
-2.25,6.0,18.268122,1
-2.25,5.75,21.91899,1
-2.25,5.5,28.240744,1
-2.25,5.25,29.172031,1
-2.25,5.0,28.546488,1
-2.25,4.75,0.0,1
-2.25,4.5,0.0,1
-2.25,4.25,0.0,1
-2.25,4.0,0.0,1
-2.25,3.75,0.0,1
-2.25,3.5,0.0,1
-2.25,3.25,0.0,1
-2.25,3.0,0.0,1
-2.0,12.0,0.0,1
-2.0,11.75,0.06700736,1
-2.0,11.5,0.055325788,1
-2.0,11.25,0.2032484,1
-2.0,11.0,0.24004224,1
-2.0,10.75,0.022554187,1
-2.0,10.5,0.24088216,1
-2.0,10.25,0.4445788,1
-2.0,10.0,0.49382347,1
-2.0,9.75,0.49243292,1
-2.0,9.5,0.5364381,1
-2.0,9.25,0.5845801,1
-2.0,9.0,0.28039786,1
-2.0,8.75,1.0040733,1
-2.0,8.5,1.3832557,1
-2.0,8.25,2.4281638,1
-2.0,8.0,3.5189137,1
-2.0,7.75,4.3363504,1
-2.0,7.5,7.5356736,1
-2.0,7.25,10.057367,1
-2.0,7.0,12.124167,1
-2.0,6.75,12.919876,1
-2.0,6.5,14.066089,1
-2.0,6.25,15.876186,1
-2.0,6.0,16.349466,1
-2.0,5.75,18.259167,1
-2.0,5.5,26.94835,1
-2.0,5.25,22.66908,1
-2.0,5.0,26.863844,1
-2.0,4.75,0.0,1
-2.0,4.5,0.0,1
-2.0,4.25,0.0,1
-2.0,4.0,0.0,1
-2.0,3.75,0.0,1
-2.0,3.5,0.0,1
-2.0,3.25,0.0,1
-2.0,3.0,0.0,1
-1.75,12.0,0.0,1
-1.75,11.75,0.12748204,1
-1.75,11.5,0.031548005,1
-1.75,11.25,0.14001769,1
-1.75,11.0,0.044689365,1
-1.75,10.75,0.15401775,1
-1.75,10.5,0.14176236,1
-1.75,10.25,0.07907558,1
-1.75,10.0,0.5736694,1
-1.75,9.75,0.44582543,1
-1.75,9.5,0.34884015,1
-1.75,9.25,0.7299274,1
-1.75,9.0,0.3414498,1
-1.75,8.75,0.4001169,1
-1.75,8.5,1.2481846,1
-1.75,8.25,3.224743,1
-1.75,8.0,6.3706017,1
-1.75,7.75,6.8019223,1
-1.75,7.5,7.4417076,1
-1.75,7.25,9.560733,1
-1.75,7.0,12.418559,1
-1.75,6.75,13.077424,1
-1.75,6.5,13.60111,1
-1.75,6.25,12.759002,1
-1.75,6.0,10.880094,1
-1.75,5.75,19.721395,1
-1.75,5.5,31.434238,1
-1.75,5.25,27.781149,1
-1.75,5.0,23.305851,1
-1.75,4.75,0.0,1
-1.75,4.5,0.0,1
-1.75,4.25,0.0,1
-1.75,4.0,0.0,1
-1.75,3.75,0.0,1
-1.75,3.5,0.0,1
-1.75,3.25,0.0,1
-1.75,3.0,0.0,1
-1.5,12.0,0.0,1
-1.5,11.75,0.02837432,1
-1.5,11.5,0.16705254,1
-1.5,11.25,0.19955042,1
-1.5,11.0,0.11004729,1
-1.5,10.75,0.06570746,1
-1.5,10.5,0.12808089,1
-1.5,10.25,0.3289276,1
-1.5,10.0,0.31999785,1
-1.5,9.75,0.64957,1
-1.5,9.5,0.6235389,1
-1.5,9.25,0.7327474,1
-1.5,9.0,0.57487404,1
-1.5,8.75,0.7613755,1
-1.5,8.5,2.2777698,1
-1.5,8.25,6.8603897,1
-1.5,8.0,4.643686,1
-1.5,7.75,4.8573675,1
-1.5,7.5,6.559382,1
-1.5,7.25,7.6307993,1
-1.5,7.0,10.854951,1
-1.5,6.75,10.840863,1
-1.5,6.5,19.58132,1
-1.5,6.25,15.369905,1
-1.5,6.0,16.519085,1
-1.5,5.75,20.50716,1
-1.5,5.5,25.062597,1
-1.5,5.25,25.566751,1
-1.5,5.0,0.0,1
-1.5,4.75,0.0,1
-1.5,4.5,0.0,1
-1.5,4.25,0.0,1
-1.5,4.0,0.0,1
-1.5,3.75,0.0,1
-1.5,3.5,0.0,1
-1.5,3.25,0.0,1
-1.5,3.0,0.0,1
-1.25,12.0,0.0,1
-1.25,11.75,0.054566585,1
-1.25,11.5,0.2171101,1
-1.25,11.25,0.36012158,1
-1.25,11.0,0.17328136,1
-1.25,10.75,0.2086787,1
-1.25,10.5,0.07366445,1
-1.25,10.25,0.5056312,1
-1.25,10.0,0.28106856,1
-1.25,9.75,1.1173943,1
-1.25,9.5,0.48133484,1
-1.25,9.25,0.7307062,1
-1.25,9.0,0.7118158,1
-1.25,8.75,1.3560854,1
-1.25,8.5,2.2343044,1
-1.25,8.25,4.1462855,1
-1.25,8.0,3.5776775,1
-1.25,7.75,3.8081865,1
-1.25,7.5,5.820849,1
-1.25,7.25,6.978331,1
-1.25,7.0,9.202722,1
-1.25,6.75,13.189507,1
-1.25,6.5,13.150842,1
-1.25,6.25,17.168314,1
-1.25,6.0,18.468618,1
-1.25,5.75,21.155575,1
-1.25,5.5,24.112324,1
-1.25,5.25,22.85294,1
-1.25,5.0,0.0,1
-1.25,4.75,0.0,1
-1.25,4.5,0.0,1
-1.25,4.25,0.0,1
-1.25,4.0,0.0,1
-1.25,3.75,0.0,1
-1.25,3.5,0.0,1
-1.25,3.25,0.0,1
-1.25,3.0,0.0,1
-1.0,12.0,0.0,1
-1.0,11.75,0.272148,1
-1.0,11.5,0.17659484,1
-1.0,11.25,0.25893494,1
-1.0,11.0,0.13428576,1
-1.0,10.75,0.14759539,1
-1.0,10.5,0.23947376,1
-1.0,10.25,0.5690616,1
-1.0,10.0,1.0559367,1
-1.0,9.75,1.3770514,1
-1.0,9.5,1.0848484,1
-1.0,9.25,0.35853451,1
-1.0,9.0,0.8251721,1
-1.0,8.75,1.745535,1
-1.0,8.5,2.2450378,1
-1.0,8.25,4.328233,1
-1.0,8.0,4.505361,1
-1.0,7.75,4.881887,1
-1.0,7.5,6.5703135,1
-1.0,7.25,8.501607,1
-1.0,7.0,9.443083,1
-1.0,6.75,14.025032,1
-1.0,6.5,15.769046,1
-1.0,6.25,16.773146,1
-1.0,6.0,18.230898,1
-1.0,5.75,25.141056,1
-1.0,5.5,26.884428,1
-1.0,5.25,17.212185,1
-1.0,5.0,0.0,1
-1.0,4.75,0.0,1
-1.0,4.5,0.0,1
-1.0,4.25,0.0,1
-1.0,4.0,0.0,1
-1.0,3.75,0.0,1
-1.0,3.5,0.0,1
-1.0,3.25,0.0,1
-1.0,3.0,0.0,1
-0.75,12.0,0.0,1
-0.75,11.75,0.28449953,1
-0.75,11.5,0.17781433,1
-0.75,11.25,0.21951954,1
-0.75,11.0,0.2638556,1
-0.75,10.75,0.39847565,1
-0.75,10.5,0.098518796,1
-0.75,10.25,0.38535118,1
-0.75,10.0,0.519845,1
-0.75,9.75,0.9033614,1
-0.75,9.5,0.9981337,1
-0.75,9.25,1.3017361,1
-0.75,9.0,1.7260265,1
-0.75,8.75,1.7738162,1
-0.75,8.5,3.9193573,1
-0.75,8.25,2.977166,1
-0.75,8.0,4.2343645,1
-0.75,7.75,5.6192536,1
-0.75,7.5,7.2646737,1
-0.75,7.25,9.905801,1
-0.75,7.0,8.798843,1
-0.75,6.75,7.1942186,1
-0.75,6.5,19.428457,1
-0.75,6.25,19.511618,1
-0.75,6.0,22.98718,1
-0.75,5.75,23.266293,1
-0.75,5.5,25.493544,1
-0.75,5.25,0.0,1
-0.75,5.0,0.0,1
-0.75,4.75,0.0,1
-0.75,4.5,0.0,1
-0.75,4.25,0.0,1
-0.75,4.0,0.0,1
-0.75,3.75,0.0,1
-0.75,3.5,0.0,1
-0.75,3.25,0.0,1
-0.75,3.0,0.0,1
-0.5,12.0,0.0,1
-0.5,11.75,0.19114096,1
-0.5,11.5,0.25461152,1
-0.5,11.25,0.23417003,1
-0.5,11.0,0.046585757,1
-0.5,10.75,0.24293701,1
-0.5,10.5,0.044850953,1
-0.5,10.25,0.50379765,1
-0.5,10.0,0.27356482,1
-0.5,9.75,0.96971375,1
-0.5,9.5,0.94137573,1
-0.5,9.25,1.2994034,1
-0.5,9.0,1.6436603,1
-0.5,8.75,2.4550624,1
-0.5,8.5,2.3584063,1
-0.5,8.25,4.196335,1
-0.5,8.0,3.9118047,1
-0.5,7.75,5.9034076,1
-0.5,7.5,9.049244,1
-0.5,7.25,11.860678,1
-0.5,7.0,10.469943,1
-0.5,6.75,9.554398,1
-0.5,6.5,19.447294,1
-0.5,6.25,22.618137,1
-0.5,6.0,22.285032,1
-0.5,5.75,19.29706,1
-0.5,5.5,16.903168,1
-0.5,5.25,0.0,1
-0.5,5.0,0.0,1
-0.5,4.75,0.0,1
-0.5,4.5,0.0,1
-0.5,4.25,0.0,1
-0.5,4.0,0.0,1
-0.5,3.75,0.0,1
-0.5,3.5,0.0,1
-0.5,3.25,0.0,1
-0.5,3.0,0.0,1
-0.25,12.0,0.0,1
-0.25,11.75,0.11102039,1
-0.25,11.5,0.19602342,1
-0.25,11.25,0.12538661,1
-0.25,11.0,0.045542333,1
-0.25,10.75,0.3285437,1
-0.25,10.5,0.036379296,1
-0.25,10.25,0.80519986,1
-0.25,10.0,0.65054256,1
-0.25,9.75,0.9056946,1
-0.25,9.5,0.91317326,1
-0.25,9.25,1.1568894,1
-0.25,9.0,2.5677361,1
-0.25,8.75,2.7256556,1
-0.25,8.5,2.3641393,1
-0.25,8.25,2.9953783,1
-0.25,8.0,3.8115106,1
-0.25,7.75,5.3631887,1
-0.25,7.5,10.057344,1
-0.25,7.25,11.275272,1
-0.25,7.0,11.62362,1
-0.25,6.75,9.568383,1
-0.25,6.5,17.580236,1
-0.25,6.25,21.548626,1
-0.25,6.0,16.95956,1
-0.25,5.75,16.41068,1
-0.25,5.5,0.0,1
-0.25,5.25,0.0,1
-0.25,5.0,0.0,1
-0.25,4.75,0.0,1
-0.25,4.5,0.0,1
-0.25,4.25,0.0,1
-0.25,4.0,0.0,1
-0.25,3.75,0.0,1
-0.25,3.5,0.0,1
-0.25,3.25,0.0,1
-0.25,3.0,0.0,1
0.0,12.0,0.0,1
0.0,11.75,0.015593322,1
0.0,11.5,0.11816278,1
0.0,11.25,0.16628897,1
0.0,11.0,0.19055608,1
0.0,10.75,0.41218072,1
0.0,10.5,0.037446063,1
0.0,10.25,0.4622747,1
0.0,10.0,0.5444045,1
0.0,9.75,0.807283,1
0.0,9.5,0.8784665,1
0.0,9.25,1.6281452,1
0.0,9.0,2.2673168,1
0.0,8.75,2.3220603,1
0.0,8.5,2.4201899,1
0.0,8.25,3.3527277,1
0.0,8.0,3.8178566,1
0.0,7.75,4.128091,1
0.0,7.5,7.3671703,1
0.0,7.25,7.305039,1
0.0,7.0,9.35862,1
0.0,6.75,8.730166,1
0.0,6.5,13.947139,1
0.0,6.25,17.061676,1
0.0,6.0,19.630009,1
0.0,5.75,12.112219,1
0.0,5.5,0.0,1
0.0,5.25,0.0,1
0.0,5.0,0.0,1
0.0,4.75,0.0,1
0.0,4.5,0.0,1
0.0,4.25,0.0,1
0.0,4.0,0.0,1
0.0,3.75,0.0,1
0.0,3.5,0.0,1
0.0,3.25,0.0,1
0.0,3.0,0.0,1
0.25,12.0,0.0,1
0.25,11.75,0.012055785,1
0.25,11.5,0.08893903,1
0.25,11.25,0.15168166,1
0.25,11.0,0.5179437,1
0.25,10.75,0.038614385,1
0.25,10.5,0.21903336,1
0.25,10.25,0.2827688,1
0.25,10.0,0.12215658,1
0.25,9.75,1.0314046,1
0.25,9.5,2.2458112,1
0.25,9.25,2.5116055,1
0.25,9.0,3.097323,1
0.25,8.75,2.9298036,1
0.25,8.5,2.0070734,1
0.25,8.25,4.1612086,1
0.25,8.0,5.0687833,1
0.25,7.75,5.8238716,1
0.25,7.5,7.3901587,1
0.25,7.25,8.974568,1
0.25,7.0,5.690624,1
0.25,6.75,13.958947,1
0.25,6.5,16.413897,1
0.25,6.25,13.847971,1
0.25,6.0,12.622415,1
0.25,5.75,0.0,1
0.25,5.5,0.0,1
0.25,5.25,0.0,1
0.25,5.0,0.0,1
0.25,4.75,0.0,1
0.25,4.5,0.0,1
0.25,4.25,0.0,1
0.25,4.0,0.0,1
0.25,3.75,0.0,1
0.25,3.5,0.0,1
0.25,3.25,0.0,1
0.25,3.0,0.0,1
0.5,12.0,0.0,1
0.5,11.75,0.0153993005,1
0.5,11.5,0.027130995,1
0.5,11.25,0.050092667,1
0.5,11.0,0.07848713,1
0.5,10.75,0.022285685,1
0.5,10.5,0.06918728,1
0.5,10.25,0.29338887,1
0.5,10.0,0.9101747,1
0.5,9.75,1.4128764,1
0.5,9.5,2.413901,1
0.5,9.25,2.3351817,1
0.5,9.0,2.8815894,1
0.5,8.75,2.4885814,1
0.5,8.5,3.589561,1
0.5,8.25,6.2294016,1
0.5,8.0,10.950582,1
0.5,7.75,8.435487,1
0.5,7.5,13.047679,1
0.5,7.25,13.967354,1
0.5,7.0,16.071285,1
0.5,6.75,16.79182,1
0.5,6.5,15.31063,1
0.5,6.25,12.868305,1
0.5,6.0,10.257734,1
0.5,5.75,0.0,1
0.5,5.5,0.0,1
0.5,5.25,0.0,1
0.5,5.0,0.0,1
0.5,4.75,0.0,1
0.5,4.5,0.0,1
0.5,4.25,0.0,1
0.5,4.0,0.0,1
0.5,3.75,0.0,1
0.5,3.5,0.0,1
0.5,3.25,0.0,1
0.5,3.0,0.0,1
0.75,12.0,0.0,1
0.75,11.75,0.013615246,1
0.75,11.5,0.046417654,1
0.75,11.25,0.020779187,1
0.75,11.0,0.031998497,1
0.75,10.75,0.89245236,1
0.75,10.5,0.21109298,1
0.75,10.25,0.58225614,1
0.75,10.0,0.8081472,1
0.75,9.75,1.593839,1
0.75,9.5,6.3137856,1
0.75,9.25,2.1731389,1
0.75,9.0,2.9489746,1
0.75,8.75,8.317922,1
0.75,8.5,9.082514,1
0.75,8.25,12.07349,1
0.75,8.0,12.231573,1
0.75,7.75,14.577004,1
0.75,7.5,19.208384,1
0.75,7.25,17.3294,1
0.75,7.0,14.19617,1
0.75,6.75,16.414455,1
0.75,6.5,15.126175,1
0.75,6.25,12.888868,1
0.75,6.0,12.995967,1
0.75,5.75,0.0,1
0.75,5.5,0.0,1
0.75,5.25,0.0,1
0.75,5.0,0.0,1
0.75,4.75,0.0,1
0.75,4.5,0.0,1
0.75,4.25,0.0,1
0.75,4.0,0.0,1
0.75,3.75,0.0,1
0.75,3.5,0.0,1
0.75,3.25,0.0,1
0.75,3.0,0.0,1
1.0,12.0,0.0,1
1.0,11.75,0.0048488313,1
1.0,11.5,0.007923255,1
1.0,11.25,0.014693358,1
1.0,11.0,0.14458473,1
1.0,10.75,0.02749584,1
1.0,10.5,0.016535236,1
1.0,10.25,0.1682717,1
1.0,10.0,1.0505172,1
1.0,9.75,1.0927666,1
